Stock_ID,Weight
Stock_1,0.0
Stock_2,1.556179240158586e-14
Stock_3,9.953097286497737e-14
Stock_4,0.0
Stock_5,1.3579603582703004e-14
Stock_6,4.318121169796109e-14
Stock_7,0.0
Stock_8,0.0
Stock_9,0.0
Stock_10,3.222244051820327e-14
Stock_11,3.3588555852785996e-14
Stock_12,5.520870110648788e-14
Stock_13,9.622480750477042e-15
Stock_14,1.7025997509008756e-14
Stock_15,9.89169063459544e-14
Stock_16,2.772145568814804e-14
Stock_17,2.0153872682356518e-14
Stock_18,9.95108830728184e-14
Stock_19,0.0
Stock_20,9.947854707678774e-14
Stock_21,1.3106022111369518e-14
Stock_22,0.0
Stock_23,0.0
Stock_24,0.09999999999824065
Stock_25,9.947531455237233e-14
Stock_26,0.0
Stock_27,9.943212105411389e-14
Stock_28,9.96380578834919e-14
Stock_29,0.0
Stock_30,9.938099684494961e-14
Stock_31,0.0
Stock_32,0.0
Stock_33,4.285214064491536e-15
Stock_34,9.948127990519455e-14
Stock_35,9.940369534192113e-14
Stock_36,9.941909576909845e-14
Stock_37,4.604287171380962e-14
Stock_38,0.0
Stock_39,2.0408759287884255e-14
Stock_40,9.946436984501512e-14
Stock_41,0.0
Stock_42,1.8684800953372422e-14
Stock_43,7.921825659759948e-15
Stock_44,0.0
Stock_45,3.499917563346774e-14
Stock_46,9.926945897986624e-14
Stock_47,0.0
Stock_48,4.850838832314236e-14
Stock_49,9.947822336786256e-14
Stock_50,9.94847199834999e-14
Stock_51,0.0
Stock_52,1.8724963566056184e-14
Stock_53,9.949118749932453e-14
Stock_54,0.0
Stock_55,3.3593853942856813e-15
Stock_56,0.0
Stock_57,4.31200361032931e-14
Stock_58,1.049342403559004e-19
Stock_59,0.0
Stock_60,0.0
Stock_61,9.963595064939371e-14
Stock_62,9.36447810151004e-14
Stock_63,0.0
Stock_64,9.940743019925879e-14
Stock_65,1.9943267044894885e-14
Stock_66,9.587813065905204e-14
Stock_67,0.0
Stock_68,9.959488909195212e-14
Stock_69,9.953805924510952e-14
Stock_70,9.367289737725006e-15
Stock_71,0.0
Stock_72,9.532940369289567e-15
Stock_73,7.286002145434447e-14
Stock_74,0.0
Stock_75,0.0
Stock_76,0.0
Stock_77,3.835502831410137e-15
Stock_78,9.952609439321759e-14
Stock_79,0.0
Stock_80,0.0
Stock_81,6.1132134687575385e-15
Stock_82,0.0
Stock_83,8.116080257498437e-15
Stock_84,0.0
Stock_85,2.465711343702602e-15
Stock_86,7.439384714363033e-15
Stock_87,0.0
Stock_88,2.6639462820896076e-14
Stock_89,0.0
Stock_90,9.142691146110981e-15
Stock_91,0.0
Stock_92,3.677947200547992e-16
Stock_93,0.0
Stock_94,0.0
Stock_95,8.412005657638405e-14
Stock_96,9.958244229046844e-14
Stock_97,2.5263749880074493e-15
Stock_98,7.153718447793038e-14
Stock_99,8.357846063946405e-14
Stock_100,2.1172489886736503e-15
Stock_101,4.322635031580332e-15
Stock_102,9.951239333033948e-14
Stock_103,1.96574157269288e-14
Stock_104,0.0
Stock_105,1.3495695368073089e-14
Stock_106,9.94981148874206e-14
Stock_107,9.945677803415807e-14
Stock_108,9.945155297730095e-14
Stock_109,9.953407740365971e-14
Stock_110,9.959026934185434e-14
Stock_111,2.550089005917951e-15
Stock_112,1.5541569642167096e-15
Stock_113,3.70795699331203e-15
Stock_114,7.968057927292652e-14
Stock_115,0.0
Stock_116,3.8326487793368716e-15
Stock_117,9.944683785088321e-14
Stock_118,9.947710472364731e-14
Stock_119,0.0
Stock_120,4.451061529083424e-14
Stock_121,0.0
Stock_122,9.946656675493931e-14
Stock_123,9.949888918036504e-14
Stock_124,0.0
Stock_125,9.928356031808681e-14
Stock_126,9.952333559796549e-14
Stock_127,0.0
Stock_128,9.045914764564121e-14
Stock_129,9.946663417118801e-14
Stock_130,9.957429918969651e-14
Stock_131,1.2907072478178194e-15
Stock_132,0.0
Stock_133,9.931818606179318e-14
Stock_134,0.0
Stock_135,9.950077097773708e-14
Stock_136,9.950650861272294e-14
Stock_137,2.870025605468677e-14
Stock_138,9.953244671140819e-14
Stock_139,0.0
Stock_140,3.97564734684505e-14
Stock_141,9.012412168647228e-14
Stock_142,1.5978320817865965e-14
Stock_143,9.946638405512594e-14
Stock_144,0.0
Stock_145,1.3064779236521446e-14
Stock_146,1.812382094123567e-15
Stock_147,0.0
Stock_148,0.0999999999991382
Stock_149,0.0
Stock_150,9.944678262176753e-14
Stock_151,2.2548353436080263e-14
Stock_152,0.0
Stock_153,0.0
Stock_154,8.64574652558251e-15
Stock_155,0.0
Stock_156,0.0
Stock_157,0.0
Stock_158,1.6757991015665107e-14
Stock_159,1.2285954532170852e-14
Stock_160,5.522067168003306e-14
Stock_161,0.0
Stock_162,0.0
Stock_163,0.0
Stock_164,2.185842276812468e-14
Stock_165,4.3683434522311656e-14
Stock_166,2.5756648098990668e-14
Stock_167,0.0
Stock_168,3.5979726344179944e-14
Stock_169,0.0
Stock_170,9.94877595315801e-14
Stock_171,7.146147794975747e-15
Stock_172,2.5104548075273067e-14
Stock_173,3.949177263712361e-14
Stock_174,1.5957375845664086e-14
Stock_175,1.4002394552554077e-14
Stock_176,7.485487377773047e-14
Stock_177,1.689948205891339e-14
Stock_178,0.0
Stock_179,0.0
Stock_180,9.382056369290008e-14
Stock_181,4.137310458299004e-14
Stock_182,2.5513664692245538e-14
Stock_183,6.236995568262687e-14
Stock_184,0.0
Stock_185,1.7996116297206132e-15
Stock_186,0.0
Stock_187,1.0647970966989027e-15
Stock_188,7.385685643265963e-15
Stock_189,0.0
Stock_190,2.5528130609350594e-14
Stock_191,0.09999999999882217
Stock_192,1.6899520671660728e-14
Stock_193,1.803507653389614e-14
Stock_194,0.0
Stock_195,0.0
Stock_196,9.950260071519282e-14
Stock_197,0.0
Stock_198,5.1389293807908195e-14
Stock_199,0.0
Stock_200,4.201710964166085e-14
Stock_201,9.956333110020622e-14
Stock_202,1.795977798563719e-15
Stock_203,9.944691701210926e-14
Stock_204,2.192788917153339e-14
Stock_205,9.950017823313027e-14
Stock_206,2.3340197957849228e-14
Stock_207,1.2694489981223345e-14
Stock_208,0.0
Stock_209,0.0
Stock_210,1.643907856750735e-15
Stock_211,0.0
Stock_212,0.0
Stock_213,0.0
Stock_214,4.118215878936057e-15
Stock_215,0.0
Stock_216,6.042207946365612e-14
Stock_217,7.0844187200096275e-15
Stock_218,9.017423346443744e-14
Stock_219,1.1174864893226204e-14
Stock_220,0.0
Stock_221,0.0
Stock_222,5.102007385240586e-15
Stock_223,1.2032933288275794e-14
Stock_224,1.3038648160008355e-14
Stock_225,1.0139112313992219e-14
Stock_226,0.0
Stock_227,2.845820274721187e-14
Stock_228,9.957368364836893e-14
Stock_229,0.0
Stock_230,0.0
Stock_231,3.1634837695067975e-14
Stock_232,1.8287907891540238e-14
Stock_233,2.9849432498555335e-14
Stock_234,9.949501148439696e-14
Stock_235,0.0
Stock_236,1.8205850048254124e-14
Stock_237,0.0
Stock_238,1.70233502128885e-14
Stock_239,1.9256916058082915e-14
Stock_240,5.0989317108558326e-14
Stock_241,7.312092966027651e-14
Stock_242,0.0
Stock_243,0.0
Stock_244,0.0
Stock_245,7.598610997200405e-14
Stock_246,6.672758367634769e-14
Stock_247,3.9333083553374996e-14
Stock_248,2.532801231101877e-14
Stock_249,9.941544538376566e-14
Stock_250,9.945261495547168e-14
Stock_251,2.328531114997379e-14
Stock_252,0.0
Stock_253,6.180197268804485e-15
Stock_254,1.5158817494974183e-15
Stock_255,5.419252811678703e-14
Stock_256,0.09999999999853018
Stock_257,0.0
Stock_258,0.0
Stock_259,9.311724997465949e-14
Stock_260,0.0
Stock_261,8.194979926553614e-15
Stock_262,9.941180717748237e-14
Stock_263,0.0
Stock_264,4.362117433386986e-14
Stock_265,3.979334536103429e-16
Stock_266,9.940905492289218e-14
Stock_267,0.0
Stock_268,9.954355515120315e-14
Stock_269,1.5092915506760113e-14
Stock_270,6.712424265459172e-14
Stock_271,3.119408765541895e-14
Stock_272,0.0
Stock_273,8.37364750916992e-15
Stock_274,9.939144480951832e-14
Stock_275,2.8194829952342394e-14
Stock_276,1.2227378204976945e-14
Stock_277,5.511068780950643e-14
Stock_278,1.6854913345458432e-14
Stock_279,0.0
Stock_280,7.069719099270255e-15
Stock_281,0.0
Stock_282,0.0
Stock_283,0.0
Stock_284,4.567445618657544e-15
Stock_285,5.175996093730934e-14
Stock_286,0.0
Stock_287,4.8175093956756926e-14
Stock_288,2.700915578658496e-14
Stock_289,0.0
Stock_290,0.0
Stock_291,0.0
Stock_292,7.931630306903274e-14
Stock_293,0.0
Stock_294,2.7639197837545976e-14
Stock_295,0.0999999999989538
Stock_296,5.106065015022234e-14
Stock_297,2.661903929164441e-14
Stock_298,1.7608887166775657e-14
Stock_299,0.0
Stock_300,3.200496427347999e-15
Stock_301,7.070908197239422e-14
Stock_302,5.1141232091302814e-15
Stock_303,3.4906492466764176e-14
Stock_304,0.0
Stock_305,0.0
Stock_306,9.94484626549058e-14
Stock_307,9.760829177125585e-15
Stock_308,1.1634712361229223e-15
Stock_309,7.467412002512431e-16
Stock_310,0.0
Stock_311,5.063812292231927e-15
Stock_312,0.0
Stock_313,5.393685482826851e-14
Stock_314,5.315873128311806e-16
Stock_315,9.687808005788334e-14
Stock_316,0.0
Stock_317,6.947540514923096e-14
Stock_318,9.788695030555525e-15
Stock_319,5.066698311869715e-14
Stock_320,0.0
Stock_321,0.0
Stock_322,0.0
Stock_323,0.0
Stock_324,5.6592238889980825e-15
Stock_325,8.594191008645456e-15
Stock_326,2.4067430319850748e-14
Stock_327,2.0419147099847004e-14
Stock_328,0.0
Stock_329,0.0
Stock_330,2.1861895488925542e-14
Stock_331,5.0576316564835435e-15
Stock_332,6.446176605444954e-16
Stock_333,2.6242779861973113e-14
Stock_334,2.7011962871012445e-14
Stock_335,0.09999999999877872
Stock_336,2.328535761115147e-16
Stock_337,0.0
Stock_338,5.105188298550211e-16
Stock_339,0.0
Stock_340,1.453595477918357e-14
Stock_341,2.1547104930307024e-14
Stock_342,4.9713125035027156e-14
Stock_343,0.0999999999985234
Stock_344,1.4641971132458256e-14
Stock_345,2.2262522223091128e-14
Stock_346,6.703268221888002e-15
Stock_347,1.8916552011190613e-14
Stock_348,1.500454617060745e-14
Stock_349,0.0
Stock_350,1.3729257267572437e-14
Stock_351,9.947566115493714e-14
Stock_352,7.60585152636392e-14
Stock_353,7.770863486528703e-15
Stock_354,5.643806221480649e-14
Stock_355,7.112841805169328e-14
Stock_356,0.0
Stock_357,2.1151568807679417e-14
Stock_358,5.2629663640672756e-14
Stock_359,0.0
Stock_360,9.9476491479068e-14
Stock_361,0.0
Stock_362,0.0
Stock_363,9.957411839076385e-14
Stock_364,5.0643539990690645e-14
Stock_365,8.141402326401144e-15
Stock_366,1.334002124492856e-15
Stock_367,0.0
Stock_368,5.789938047020377e-14
Stock_369,0.0
Stock_370,2.600632176566904e-14
Stock_371,0.0
Stock_372,9.939087747630388e-14
Stock_373,0.0
Stock_374,0.0
Stock_375,4.7085927702606197e-14
Stock_376,4.147273751748537e-14
Stock_377,4.2387549072944115e-14
Stock_378,1.7230418124055193e-14
Stock_379,1.031801160569097e-15
Stock_380,9.941752937177474e-14
Stock_381,0.0
Stock_382,7.646721776140982e-14
Stock_383,4.503689640174561e-14
Stock_384,3.3102456220339908e-15
